Nickname,Name,Weight Class,Record
"""Valhalla""",Emil Meek,"""Valhalla""",9-5-1 (W-L-D)
"""Murda""",Alton Meeks,"""Murda""",3-0-0 (W-L-D)
"""GM3""",Gerald Meerschaert,"""GM3""",36-17-0 (W-L-D)
"""Young Gun""",Jordan Mein,"""Young Gun""",30-12-0 (W-L-D)
,Brian Melancon,Welterweight,7-3-0 (W-L-D)
"""The Menace""",Dominik Melendez,"""The Menace""",0-0-0 (W-L-D)
"""El Niño""",Gilbert Melendez,"""El Niño""",22-8-0 (W-L-D)
,Marcello Mello,Lightweight,0-0-0 (W-L-D)
"""Tanquinho""",Augusto Mendes,"""Tanquinho""",6-2-0 (W-L-D)
"""Money""",Chad Mendes,"""Money""",18-5-0 (W-L-D)
"""Samuray""",Antonio Mendes,"""Samuray""",14-4-0 (W-L-D)
,Eddie Mendez,Middleweight,0-0-0 (W-L-D)
"""Bocao""",Mateus Mendonça,"""Bocao""",10-3-0 (W-L-D)
"""The Italian Stallion""",Pietro Menga,"""The Italian Stallion""",13-0-0 (W-L-D)
"""Atomic""",Alonzo Menifield,"""Atomic""",15-4-1 (W-L-D)
"""The Pride of El Salvador""",Ivan Menjivar,"""The Pride of El Salvador""",25-12-0 (W-L-D)
"""The Warrior""",Dave Menne,"""The Warrior""",35-6-1 (W-L-D)
"""Joey Slash""",Joe Merritt,"""Joey Slash""",7-1-0 (W-L-D)
"""The French Spider""",Jonathan Meunier,"""The French Spider""",8-1-0 (W-L-D)
,Yaotzin Meza,Featherweight,21-11-0 (W-L-D)
,Guy Mezger,Middleweight,44-13-6 (W-L-D)
"""The Spartan""",Andreas Michailidis,"""The Spartan""",13-6-0 (W-L-D)
"""BullDawg""",David Michaud,"""BullDawg""",8-1-0 (W-L-D)
"""The French Hurricane""",Christophe Midoux,"""The French Hurricane""",9-5-0 (W-L-D)
,Keith Mielke,,0-0-0 (W-L-D)
,Bojan Mihajlovic,Heavyweight,10-5-0 (W-L-D)
"""The Croatian Sensation""",Pat Miletich,"""The Croatian Sensation""",27-5-2 (W-L-D)
"""Curtious""",Curtis Millender,"""Curtious""",17-5-0 (W-L-D)
,Mo Miller,Bantamweight,1-0-0 (W-L-D)
"""A-10""",Jim Miller,"""A-10""",37-18-0 (W-L-D)
,Dan Miller,Middleweight,14-8-0 (W-L-D)
"""Magrinho""",Cole Miller,"""Magrinho""",21-11-0 (W-L-D)
,Phillip Miller,Middleweight,15-0-0 (W-L-D)
"""Mayhem""",Jason Miller,"""Mayhem""",24-10-0 (W-L-D)
"""Beautiful""",Che Mills,"""Beautiful""",15-6-0 (W-L-D)
"""The Prototype""",Adam Milstead,"""The Prototype""",8-3-0 (W-L-D)
"""Soldier of God""",Alberto Mina,"""Soldier of God""",13-1-0 (W-L-D)
"""Mountain Tiger""",Zhang Mingyang,"""Mountain Tiger""",17-6-0 (W-L-D)
,Darrick Minner,Featherweight,26-14-0 (W-L-D)
,Ikuhisa Minowa,Middleweight,0-0-0 (W-L-D)
"""Clutch""",Carlton Minus,"""Clutch""",10-3-0 (W-L-D)
,Stipe Miocic,Heavyweight,20-4-0 (W-L-D)
,Frank Mir,Heavyweight,18-11-0 (W-L-D)
"""Fly""",Gabriel Miranda,"""Fly""",17-6-0 (W-L-D)
"""Lex Luthor""",Vitor Miranda,"""Lex Luthor""",13-7-0 (W-L-D)
,Mario Miranda,Middleweight,12-3-0 (W-L-D)
"""Hitman""",Kazuo Misaki,"""Hitman""",0-0-0 (W-L-D)
"""2Quick""",Toby Misech,"""2Quick""",10-5-0 (W-L-D)
,Dokonjonosuke Mishima,Lightweight,17-6-2 (W-L-D)
"""Booth""",Martin Mishtaku,"""Booth""",0-0-0 (W-L-D)
,Maurice Mitchell,Featherweight,11-2-0 (W-L-D)
,Terrence Mitchell,Bantamweight,15-4-0 (W-L-D)
"""Thug Nasty""",Bryce Mitchell,"""Thug Nasty""",16-3-0 (W-L-D)
"""The Cheesecake Assassin""",Danny Mitchell,"""The Cheesecake Assassin""",14-6-1 (W-L-D)
,Felix Lee Mitchell,,0-0-0 (W-L-D)
"""The Emperor""",Roman Mitichyan,"""The Emperor""",9-2-0 (W-L-D)
,Matt Mitrione,Heavyweight,9-5-0 (W-L-D)
,Eiji Mitsuoka,Featherweight,18-9-2 (W-L-D)
,Takeya Mizugaki,Bantamweight,21-11-2 (W-L-D)
"""The Wolfman""",Bobby Moffett,"""The Wolfman""",12-5-0 (W-L-D)
,Nate Mohr,Lightweight,8-6-0 (W-L-D)
,Renato Moicano,Lightweight,19-5-1 (W-L-D)
,Thiago Moisés,Lightweight,18-7-0 (W-L-D)
"""The Punisher""",Muhammad Mokaev,"""The Punisher""",12-0-0 (W-L-D)
,Suman Mokhtarian,Featherweight,8-2-0 (W-L-D)
"""The Assassin""",Ashkan Mokhtarian,"""The Assassin""",13-3-0 (W-L-D)
"""El Jefe""",Jeffrey Molina,"""El Jefe""",11-2-0 (W-L-D)
,Rudyard Moncayo,,0-0-0 (W-L-D)
"""The Snowman""",Jeff Monson,"""The Snowman""",24-5-0 (W-L-D)
"""Mongoose""",Darrell Montague,"""Mongoose""",13-5-0 (W-L-D)
"""Dodger""",Augusto Montano,"""Dodger""",15-3-0 (W-L-D)
"""Perry""",Erick Montano,"""Perry""",8-5-0 (W-L-D)
,Alberto Montes,Bantamweight,0-0-0 (W-L-D)
"""The Creepy Weasel""",Steve Montgomery,"""The Creepy Weasel""",8-4-0 (W-L-D)
"""Moon Walker""",James Moontasri,"""Moon Walker""",9-5-0 (W-L-D)
,Taylor Moore,Bantamweight,0-1-0 (W-L-D)
"""The Rock""",Homer Moore,"""The Rock""",17-2-0 (W-L-D)
,Sheymon Moraes,Featherweight,11-4-0 (W-L-D)
"""Magic""",Marlon Moraes,"""Magic""",23-10-1 (W-L-D)
"""The Panther""",Sergio Moraes,"""The Panther""",14-7-1 (W-L-D)
"""Chicano""",John Moraga,"""Chicano""",19-7-0 (W-L-D)
"""Vandetta""",Vince Morales,"""Vandetta""",11-7-0 (W-L-D)
,Michael Morales,Welterweight,16-0-0 (W-L-D)
"""Bopo""",Joseph Morales,"""Bopo""",9-2-0 (W-L-D)
"""Chimmy""",Leonardo Morales,"""Chimmy""",5-2-0 (W-L-D)
"""The Warrior""",Albert Morales,"""The Warrior""",7-4-1 (W-L-D)
"""Venezuelan Fighter""",Omar Morales,"""Venezuelan Fighter""",11-4-0 (W-L-D)
,Christian Morecraft,Heavyweight,7-3-0 (W-L-D)
"""Mamute""",Vinicius Moreira,"""Mamute""",9-5-0 (W-L-D)
"""Rick Monstro""",Richardson Moreira,"""Rick Monstro""",7-4-0 (W-L-D)
"""The Assassin Baby""",Brandon Moreno,"""The Assassin Baby""",21-8-2 (W-L-D)
"""The Hitman""",Dan Moret,"""The Hitman""",13-6-0 (W-L-D)
,Alexander Morgan,Featherweight,0-1-0 (W-L-D)
"""The Squeeze""",Sammy Morgan,"""The Squeeze""",18-7-0 (W-L-D)
,Joe Moriera,Lightweight,0-0-0 (W-L-D)
"""The Great White""",Alex Morono,"""The Great White""",24-10-0 (W-L-D)
,Sergey Morozov,Bantamweight,19-5-0 (W-L-D)
,Brad Morris,Light Heavyweight,10-4-0 (W-L-D)
,Scott Morris,,0-0-0 (W-L-D)
"""Cheesesteak""",Anthony Morrison,"""Cheesesteak""",15-8-0 (W-L-D)
,Harry Moskowitz,Heavyweight,0-0-0 (W-L-D)
"""Tizil """,Carlos Mota,"""Tizil """,8-2-0 (W-L-D)
"""Iron""",Nikolas Motta,"""Iron""",14-5-0 (W-L-D)
,Flavio Moura,Middleweight,0-0-0 (W-L-D)
,Gegard Mousasi,Middleweight,42-6-2 (W-L-D)
,Kris Moutinho,Bantamweight,9-6-0 (W-L-D)
,Askar Mozharov,Light Heavyweight,0-1-0 (W-L-D)
"""The Tibetan Eagle""",Sumudaerji,"""The Tibetan Eagle""",16-6-0 (W-L-D)
"""Remember The Name""",Belal Muhammad,"""Remember The Name""",23-3-0 (W-L-D)
,Quinn Mulhern,Lightweight,18-4-0 (W-L-D)
"""Juggernaut""",James Mulheron,"""Juggernaut""",11-2-0 (W-L-D)
"""Hooligan""",Jamie Mullarkey,"""Hooligan""",17-8-0 (W-L-D)
,Jim Mullen,Heavyweight,0-0-0 (W-L-D)
"""The Young Punisher""",Pedro Munhoz,"""The Young Punisher""",20-9-0 (W-L-D)
"""Sergipano""",Andre Muniz,"""Sergipano""",24-6-0 (W-L-D)
"""Kid Kvenbo""",Johnny Munoz,"""Kid Kvenbo""",12-4-0 (W-L-D)
,Alexander Munoz,Lightweight,7-2-0 (W-L-D)
"""The Filipino Wrecking Machine""",Mark Munoz,"""The Filipino Wrecking Machine""",14-6-0 (W-L-D)
,Olivier Murad,Featherweight,1-0-0 (W-L-D)
,Makhmud Muradov,Middleweight,26-8-0 (W-L-D)
,Aili Muratbek,Lightweight,0-0-0 (W-L-D)
,Vince Murdock,Featherweight,12-4-0 (W-L-D)
,Samandar Murodov,Welterweight,1-0-0 (W-L-D)
"""The Miracle""",Lerone Murphy,"""The Miracle""",14-0-1 (W-L-D)
,Tom Murphy,Heavyweight,5-1-0 (W-L-D)
"""Hollywood""",Jesse Murray,"""Hollywood""",0-1-0 (W-L-D)
,Lee Murray,Middleweight,9-1-1 (W-L-D)
,Khalid Murtazaliev,Middleweight,14-2-0 (W-L-D)
"""Professional""",Azamat Murzakanov,"""Professional""",13-0-0 (W-L-D)
,Nico Musoke,Welterweight,13-5-0 (W-L-D)
"""The Sniper""",Magomed Mustafaev,"""The Sniper""",14-4-0 (W-L-D)
"""Mad""",Max Mustaki,"""Mad""",6-3-0 (W-L-D)
"""The King""",Elvis Mutapcic,"""The King""",15-5-1 (W-L-D)
,Przemyslaw Mysiala,Heavyweight,0-0-0 (W-L-D)
"""Hillman""",Muhammad Naimov,"""Hillman""",11-2-0 (W-L-D)
"""Hybred""",Rinya Nakamura,"""Hybred""",9-0-0 (W-L-D)
"""Kaz""",Kazuhiro Nakamura,"""Kaz""",11-8-0 (W-L-D)
"""K-Taro""",Keita Nakamura,"""K-Taro""",34-10-2 (W-L-D)
,Jutaro Nakao,Welterweight,11-8-2 (W-L-D)
,Tyson Nam,Flyweight,21-14-1 (W-L-D)
"""Smiler""",Nad Narimani,"""Smiler""",12-4-0 (W-L-D)
"""Silverback""",Roger Narvaez,"""Silverback""",7-2-0 (W-L-D)
"""Puro Osso""",Allan Nascimento,"""Puro Osso""",20-6-0 (W-L-D)
"""Ze' Colmeia""",Rodrigo Nascimento,"""Ze' Colmeia""",11-2-0 (W-L-D)
"""Nashty""",Bobby Nash,"""Nashty""",8-4-0 (W-L-D)
,Nasrudin Nasrudinov,Light Heavyweight,0-1-0 (W-L-D)
"""Sapo""",Rafael Natal,"""Sapo""",21-9-1 (W-L-D)
"""Quicksand""",Kevin Natividad,"""Quicksand""",9-4-0 (W-L-D)
"""The Austrian Wonderboy""",Ismail Naurdiev,"""The Austrian Wonderboy""",19-4-0 (W-L-D)
,Reza Nazri,,0-0-0 (W-L-D)
"""Da Don""",Tafon Nchukwi,"""Da Don""",6-4-0 (W-L-D)
"""The Beast""",Dustin Neace,"""The Beast""",23-18-1 (W-L-D)
"""Handz of Steel""",Geoff Neal,"""Handz of Steel""",15-6-0 (W-L-D)
"""Stucky""",Stanislav Nedkov,"""Stucky""",12-2-0 (W-L-D)
"""The Dentist""",Josh Neer,"""The Dentist""",33-13-1 (W-L-D)
,Nicolae Negumereanu,Light Heavyweight,13-2-0 (W-L-D)
,Nair Nelikyan,Lightweight,0-0-0 (W-L-D)
,Steve Nelmark,,0-0-0 (W-L-D)
"""The Monster""",Kyle Nelson,"""The Monster""",15-5-1 (W-L-D)
"""Gunni""",Gunnar Nelson,"""Gunni""",19-5-1 (W-L-D)
"""Big Country""",Roy Nelson,"""Big Country""",23-14-0 (W-L-D)
"""Sugar""",Shane Nelson,"""Sugar""",13-5-0 (W-L-D)
,Antonio Braga Neto,Middleweight,9-3-0 (W-L-D)
"""Sukata""",Mario Neto,"""Sukata""",9-3-0 (W-L-D)
,Eduardo Neves,Heavyweight,0-2-0 (W-L-D)
,Nick Newell,Lightweight,14-1-0 (W-L-D)
,Journey Newson,Bantamweight,10-5-0 (W-L-D)
"""The Ronin""",Carlos Newton,"""The Ronin""",13-8-0 (W-L-D)
"""The Karate Kid""",Jeff Newton,"""The Karate Kid""",4-2-0 (W-L-D)
"""The Predator""",Francis Ngannou,"""The Predator""",17-3-0 (W-L-D)
"""The Ninja""",Steven Nguyen,"""The Ninja""",9-2-0 (W-L-D)
"""10""",Ben Nguyen,"""10""",17-8-0 (W-L-D)
"""The Spartan""",Alex Nicholson,"""The Spartan""",7-4-0 (W-L-D)
,Bo Nickal,Middleweight,6-0-0 (W-L-D)
,Mike Nickels,Light Heavyweight,5-1-0 (W-L-D)
,Matheus Nicolau,Flyweight,19-5-1 (W-L-D)
"""Stoneface""",Tom Niinimaki,"""Stoneface""",21-8-1 (W-L-D)
,Ramsey Nijem,Lightweight,10-5-0 (W-L-D)
,Mats Nilsson,Welterweight,11-4-1 (W-L-D)
,Jack Nilsson,Lightweight,0-0-0 (W-L-D)
,Yamato Nishikawa,Lightweight,0-0-0 (W-L-D)
"""Bang Bang""",Chidi Njokuani,"""Bang Bang""",23-10-0 (W-L-D)
"""The Assassin""",Anthony Njokuani,"""The Assassin""",16-9-0 (W-L-D)
"""The Eraser""",Derrick Noble,"""The Eraser""",15-7-1 (W-L-D)
,Kyle Noblitt,Heavyweight,0-0-0 (W-L-D)
,Pedro Nobre,Bantamweight,14-1-2 (W-L-D)
"""Minotouro""",Antonio Rogerio Nogueira,"""Minotouro""",23-10-0 (W-L-D)
"""Pequeno""",Alexandre Nogueira,"""Pequeno""",13-4-2 (W-L-D)
,Minotauro Nogueira,Heavyweight,34-10-1 (W-L-D)
,Kyle Noke,Welterweight,22-10-1 (W-L-D)
"""Big Train """,Tom Nolan,"""Big Train """,7-1-0 (W-L-D)
,KJ Noons,Lightweight,12-8-0 (W-L-D)
"""Super""",Sage Northcutt,"""Super""",11-2-0 (W-L-D)
,Shohei Nose,Bantamweight,1-3-0 (W-L-D)
"""Pepsi""",Jason Novelli,"""Pepsi""",11-3-0 (W-L-D)
"""The Filipino Assassin""",Phillipe Nover,"""The Filipino Assassin""",12-8-1 (W-L-D)
,Taiyilake Nueraji,Welterweight,1-0-0 (W-L-D)
"""Wolverine""",Shayilan Nuerdanbieke,"""Wolverine""",39-11-0 (W-L-D)
"""The Gun""",Diego Nunes,"""The Gun""",18-4-0 (W-L-D)
,Umar Nurmagomedov,Bantamweight,17-0-0 (W-L-D)
,Abubakar Nurmagomedov,Welterweight,17-4-1 (W-L-D)
,Said Nurmagomedov,Bantamweight,18-3-0 (W-L-D)
"""The Eagle""",Khabib Nurmagomedov,"""The Eagle""",29-0-0 (W-L-D)
"""African Savage""",Kennedy Nzechukwu,"""African Savage""",12-5-0 (W-L-D)
"""The Spider""",TJ O'Brien,"""The Spider""",16-5-0 (W-L-D)
"""Irish""",Jake O'Brien,"""Irish""",11-3-0 (W-L-D)
"""The Real OC""",Sean O'Connell,"""The Real OC""",17-9-0 (W-L-D)
"""Suga""",Sean O'Malley,"""Suga""",18-1-0 (W-L-D)
"""Cold Steel""",Chuck O'Neil,"""Cold Steel""",8-5-0 (W-L-D)
"""The Badger""",Brendan O'Reilly,"""The Badger""",6-3-0 (W-L-D)
"""The Don""",Christian Ocon,"""The Don""",4-0-0 (W-L-D)
,Richard Odoms,Heavyweight,8-1-0 (W-L-D)
"""No Time""",Volkan Oezdemir,"""No Time""",19-7-0 (W-L-D)
"""Shamurai""",Trey Ogden,"""Shamurai""",17-6-0 (W-L-D)
"""The Little Axe""",Andy Ogle,"""The Little Axe""",9-6-0 (W-L-D)
,Ho Taek Oh,Lightweight,0-0-0 (W-L-D)
,Koji Oishi,Welterweight,11-4-4 (W-L-D)
"""Thunder""",Yushin Okami,"""Thunder""",34-13-0 (W-L-D)
"""The Bosnian Bomber""",JJ Okanovich,"""The Bosnian Bomber""",0-0-0 (W-L-D)
"""The Zulu Warrior """,Bolaji Oki,"""The Zulu Warrior """,9-1-0 (W-L-D)
"""The Boa Constrictor""",Aleksei Oleinik,"""The Boa Constrictor""",60-17-1 (W-L-D)
"""Hussar""",Michal Oleksiejczuk,"""Hussar""",19-8-0 (W-L-D)
,Bruno Oliveira,Light Heavyweight,0-1-0 (W-L-D)
,Saimon Oliveira,Bantamweight,18-5-0 (W-L-D)
"""LokDog""",Vinicius Oliveira,"""LokDog""",20-3-0 (W-L-D)
,Wendell Oliveira,Welterweight,24-9-0 (W-L-D)
"""Cowboy""",Alex Oliveira,"""Cowboy""",22-12-1 (W-L-D)
"""Lula""",Ednaldo Oliveira,"""Lula""",13-2-1 (W-L-D)
"""Tractor""",Rafaello Oliveira,"""Tractor""",15-7-0 (W-L-D)
"""Do Bronxs""",Charles Oliveira,"""Do Bronxs""",34-10-0 (W-L-D)
,Felipe Olivieri,Lightweight,14-5-0 (W-L-D)
"""Cap'n Crunch""",Cameron Olson,"""Cap'n Crunch""",8-3-0 (W-L-D)
,Gadzhi Omargadzhiev,Welterweight,13-2-0 (W-L-D)
,Alan Omer,Featherweight,18-5-0 (W-L-D)
,Daniel Omielanczuk,Heavyweight,19-8-1 (W-L-D)
"""Micci""",Michihiro Omigawa,"""Micci""",13-12-1 (W-L-D)
,David Onama,Featherweight,12-2-0 (W-L-D)
"""The American Bad Boy""",Charlie Ontiveros,"""The American Bad Boy""",11-9-0 (W-L-D)
,Chibwikem Onyenegecha,Middleweight,6-0-0 (W-L-D)
,Myktybek Orolbai,Lightweight,13-1-1 (W-L-D)
"""T-City""",Brian Ortega,"""T-City""",16-3-0 (W-L-D)
,Dustin Ortiz,Flyweight,19-8-0 (W-L-D)
"""The Huntington Beach Bad Boy""",Tito Ortiz,"""The Huntington Beach Bad Boy""",0-0-0 (W-L-D)
"""The Jamaican Sensation""",Ode Osbourne,"""The Jamaican Sensation""",12-7-0 (W-L-D)
"""Slick""",Nick Osipczak,"""Slick""",5-4-0 (W-L-D)
,Nissen Osterneck,Middleweight,5-2-0 (W-L-D)
"""The Barbarian""",Zak Ottow,"""The Barbarian""",17-7-0 (W-L-D)
,Sidney Outlaw,Welterweight,9-4-0 (W-L-D)
"""The Demolition Man""",Alistair Overeem,"""The Demolition Man""",47-19-0 (W-L-D)
"""The Turkish Delight""",Alptekin Ozkilic,"""The Turkish Delight""",9-3-0 (W-L-D)
,Nick Pace,Bantamweight,6-3-0 (W-L-D)
,Angel Pacheco,Bantamweight,7-3-0 (W-L-D)
"""Pacu""",Teemu Packalen,"""Pacu""",8-3-0 (W-L-D)
"""El Valiente """,Fernando Padilla,"""El Valiente """,16-5-0 (W-L-D)
"""Taco""",Chris Padilla,"""Taco""",14-6-0 (W-L-D)
"""Venom""",Michael Page,"""Venom""",22-2-0 (W-L-D)
"""The Disciple""",Dustin Pague,"""The Disciple""",11-10-0 (W-L-D)
,Raulian Paiva,Bantamweight,21-5-0 (W-L-D)
,Dinis Paiva,Featherweight,13-8-0 (W-L-D)
"""Freddy Passion""",Fredson Paixao,"""Freddy Passion""",10-4-0 (W-L-D)
"""Corazon de Leon""",Luis Pajuelo,"""Corazon de Leon""",8-2-0 (W-L-D)
"""El Gallero""",Rick Palacios,"""El Gallero""",10-1-0 (W-L-D)
"""Bartimus""",Bart Palaszewski,"""Bartimus""",35-17-0 (W-L-D)
,Sasha Palatnikov,Welterweight,6-4-0 (W-L-D)
"""The Hulk""",Soa Palelei,"""The Hulk""",22-5-0 (W-L-D)
,Tulio Palhares,Middleweight,0-0-0 (W-L-D)
"""Toquinho""",Rousimar Palhares,"""Toquinho""",24-5-0 (W-L-D)
"""The Cannibal""",Alexandre Pantoja,"""The Cannibal""",28-5-0 (W-L-D)
"""The Jackhammer""",Jared Papazian,"""The Jackhammer""",14-9-0 (W-L-D)
,Joe Pardo,Heavyweight,0-0-0 (W-L-D)
,Remco Pardoel,,0-0-0 (W-L-D)
,Josh Parisian,Heavyweight,15-8-0 (W-L-D)
"""The Heat""",Karo Parisyan,"""The Heat""",26-6-0 (W-L-D)
"""The Iron Turtle""",Junyong Park,"""The Iron Turtle""",17-5-0 (W-L-D)
"""Peace of Mind""",HyunSung Park,"""Peace of Mind""",9-0-0 (W-L-D)
,Harvey Park,Lightweight,0-0-0 (W-L-D)
,Jae Hyun Park,Lightweight,0-1-0 (W-L-D)
"""Stormin""",Norman Parke,"""Stormin""",22-5-1 (W-L-D)
,Ryan Parker,,0-0-0 (W-L-D)
,Mick Parkin,Heavyweight,9-0-0 (W-L-D)
"""Pressure""",Preston Parsons,"""Pressure""",11-4-0 (W-L-D)
"""The Sluggernaut""",Jonny Parsons,"""The Sluggernaut""",9-3-0 (W-L-D)
,Onassis Parungao,,0-0-0 (W-L-D)
,Billy Pasulatan,Flyweight,0-1-0 (W-L-D)
,Jhonoven Pati,Middleweight,0-1-0 (W-L-D)
,Wendri Patilima,Lightweight,0-1-0 (W-L-D)
,Jorge Patino,Lightweight,0-0-0 (W-L-D)
"""Nuguette""",Alan Patrick,"""Nuguette""",15-4-0 (W-L-D)
"""The Prince""",Claude Patrick,"""The Prince""",14-2-0 (W-L-D)
,Michael Patt,Light Heavyweight,15-4-0 (W-L-D)
,Sam Patterson,Welterweight,11-2-1 (W-L-D)
"""The Ripper""",Zac Pauga,"""The Ripper""",7-3-0 (W-L-D)
"""The Dominican Demon""",Julio Paulino,"""The Dominican Demon""",18-4-0 (W-L-D)
,Thomas Paull,Lightweight,0-1-0 (W-L-D)
,Sergei Pavlovich,Heavyweight,18-2-0 (W-L-D)
,Pawel Pawlak,Welterweight,11-2-0 (W-L-D)
"""El Terrible""",Estevan Payan,"""El Terrible""",14-6-0 (W-L-D)
,Roland Payne,,0-0-0 (W-L-D)
"""JSP""",Jonathan Pearce,"""JSP""",14-6-0 (W-L-D)
"""The Real Deal""",Ross Pearson,"""The Real Deal""",22-16-0 (W-L-D)
,Andre Pederneiras,Lightweight,0-0-0 (W-L-D)
"""Semento""",Carlo Pedersoli,"""Semento""",11-3-0 (W-L-D)
,Tyson Pedro,Light Heavyweight,10-5-0 (W-L-D)
,Trevor Peek,Lightweight,9-2-0 (W-L-D)
"""Nitro""",Filip Pejic,"""Nitro""",10-2-0 (W-L-D)
"""Batman""",Kurt Pellegrino,"""Batman""",21-6-0 (W-L-D)
"""Violent Bob Ross""",Luis Pena,"""Violent Bob Ross""",9-3-0 (W-L-D)
,Matěj Peňáz,Middleweight,0-1-0 (W-L-D)
"""The Tank""",Sherman Pendergarst,"""The Tank""",8-3-0 (W-L-D)
,Cathal Pendred,Welterweight,17-5-1 (W-L-D)
,Feng Pengchao,Featherweight,0-0-0 (W-L-D)
"""The Prodigy """,BJ Penn,"""The Prodigy """,16-14-2 (W-L-D)
"""The Quiet Assassin""",Nick Penner,"""The Quiet Assassin""",12-3-0 (W-L-D)
"""Problems""",Robbie Peralta,"""Problems""",18-6-0 (W-L-D)
"""Poatan""",Alex Pereira,"""Poatan""",10-2-0 (W-L-D)
,Daniel Pereira,Middleweight,0-0-0 (W-L-D)
"""Uda""",Alberto Pereira,"""Uda""",9-2-0 (W-L-D)
"""Demolidor""",Michel Pereira,"""Demolidor""",31-11-0 (W-L-D)
"""Maluko""",Markus Perez,"""Maluko""",12-5-0 (W-L-D)
,Alex Perez,Flyweight,25-8-0 (W-L-D)
"""Turbo""",Alejandro Pérez,"""Turbo""",23-9-1 (W-L-D)
,Frankie Perez,Lightweight,10-4-0 (W-L-D)
"""Goyito""",Erik Perez,"""Goyito""",16-6-0 (W-L-D)
"""The Hippo""",Anthony Perosh,"""The Hippo""",15-10-0 (W-L-D)
,Hernani Perpetuo,Welterweight,17-5-0 (W-L-D)
"""Bodão""",Thiago Perpétuo,"""Bodão""",9-4-1 (W-L-D)
"""The Joker""",Jay Perrin,"""The Joker""",10-7-0 (W-L-D)
"""Platinum""",Mike Perry,"""Platinum""",14-8-0 (W-L-D)
"""Bebezao""",Raphael Pessoa Nunes,"""Bebezao""",10-2-0 (W-L-D)
,Viktor Pesta,Heavyweight,10-4-0 (W-L-D)
,Tony Peterra,Middleweight,0-0-0 (W-L-D)
"""The Train""",Thomas Petersen,"""The Train""",8-2-0 (W-L-D)
"""Ocho""",Steven Peterson,"""Ocho""",19-11-0 (W-L-D)
,Vitor Petrino,Light Heavyweight,11-1-0 (W-L-D)
,Andre Petroski,Middleweight,10-4-0 (W-L-D)
"""Superman""",Armen Petrosyan,"""Superman""",9-3-0 (W-L-D)
"""The Silverback""",Seth Petruzelli,"""The Silverback""",14-7-0 (W-L-D)
"""The Joker""",Peter Petties,"""The Joker""",5-3-0 (W-L-D)
,Sergio Pettis,Bantamweight,18-5-0 (W-L-D)
"""Showtime""",Anthony Pettis,"""Showtime""",24-10-0 (W-L-D)
"""The Meat Cleaver""",Forrest Petz,"""The Meat Cleaver""",24-9-0 (W-L-D)
"""The Fist""",Cody Pfister,"""The Fist""",12-6-1 (W-L-D)
,Nam Phan,Bantamweight,18-14-0 (W-L-D)
,Costas Philippou,Middleweight,13-5-0 (W-L-D)
"""The Matrix""",Kyler Phillips,"""The Matrix""",12-2-0 (W-L-D)
"""The Dragon""",Aaron Phillips,"""The Dragon""",12-5-0 (W-L-D)
"""The Welsh Wrecking Machine""",John Phillips,"""The Welsh Wrecking Machine""",22-11-0 (W-L-D)
"""From Hell""",Vinc Pichel,"""From Hell""",14-4-0 (W-L-D)
"""The Night Wolf""",Jamie Pickett,"""The Night Wolf""",13-11-0 (W-L-D)
"""One Punch""",Brad Pickett,"""One Punch""",26-14-0 (W-L-D)
"""Imadlo""",Oskar Piechota,"""Imadlo""",11-3-1 (W-L-D)
,Mike Pierce,Welterweight,17-7-0 (W-L-D)
"""The Tazmanian Devil""",Joao Pierini,"""The Tazmanian Devil""",0-0-0 (W-L-D)
"""The Punisher""",Sean Pierson,"""The Punisher""",14-6-0 (W-L-D)
"""Son of Fire""",Domingo Pilarte,"""Son of Fire""",8-3-0 (W-L-D)
"""The Baddy""",Paddy Pimblett,"""The Baddy""",21-3-0 (W-L-D)
"""The Pit""",Daniel Pineda,"""The Pit""",28-15-0 (W-L-D)
"""El Mudo""",Jesus Pinedo,"""El Mudo""",16-5-1 (W-L-D)
"""El Tigre""",Gaetano Pirrello,"""El Tigre""",15-7-1 (W-L-D)
"""Coconut Bombz""",Maki Pitolo,"""Coconut Bombz""",13-9-0 (W-L-D)
,Dmitry Poberezhets,Heavyweight,24-5-1 (W-L-D)
,Jamal Pogues,Heavyweight,11-4-0 (W-L-D)
"""The Gladiator""",Ross Pointon,"""The Gladiator""",4-9-0 (W-L-D)
"""The Diamond""",Dustin Poirier,"""The Diamond""",30-9-0 (W-L-D)
"""The Duke""",Igor Pokrajac,"""The Duke""",25-13-0 (W-L-D)
"""Buckets of Blood""",John Polakowski,"""Buckets of Blood""",2-2-0 (W-L-D)
"""Argentine Dagger""",Santiago Ponzinibbio,"""Argentine Dagger""",30-7-0 (W-L-D)
,Grigory Popov,Bantamweight,13-3-0 (W-L-D)
,Alexander Poppeck,Light Heavyweight,0-0-0 (W-L-D)
,Parker Porter,Heavyweight,14-9-0 (W-L-D)
"""The Duelist""",Ihor Potieria,"""The Duelist""",20-6-0 (W-L-D)
"""The Rockstar""",Callan Potter,"""The Rockstar""",18-9-0 (W-L-D)
,Dylan Potter,Heavyweight,0-1-0 (W-L-D)
"""Fangzz""",Ruan Potts,"""Fangzz""",8-4-0 (W-L-D)
,Devin Powell,Lightweight,9-4-0 (W-L-D)
,Marcin Prachnio,Light Heavyweight,17-7-0 (W-L-D)
