name,wins_x,losses_x,draws_x,height_cm_x,weight_in_kg_x,reach_in_cm_x,stance_x,date_of_birth_x,significant_strikes_landed_per_minute_x,significant_striking_accuracy_x,significant_strikes_absorbed_per_minute_x,significant_strike_defence_x,average_takedowns_landed_per_15_minutes_x,takedown_accuracy_x,takedown_defense_x,average_submissions_attempted_per_15_minutes_x,country,association,Win-Loss-Draw,Win %,weight_class_2
Raul Rosas Jr.,8,1,0,175.26,61.23,170.18,Switch,2004-10-08,1.28,44.0,1.52,46.0,3.57,33.0,0.0,1.8,,,8-1-0.,0.8888888888888888,Peso Galo
Rodolfo Marques Diniz,23,9,1,167.64,61.23,167.64,,,1.08,32.0,2.36,33.0,0.0,0.0,50.0,1.8,,,23-9-1.,0.7121212121212122,Peso Galo
Amanda Cooper,3,5,0,160.02,52.16,162.56,Switch,1991-10-22,3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8,,,3-5-0.,0.375,Peso Mosca
Juliana Miller,4,3,0,170.18,56.7,167.64,Orthodox,1996-05-07,3.31,45.0,4.75,32.0,1.84,44.0,0.0,1.8,,,4-3-0.,0.5714285714285714,Peso Mosca
Johnny Munoz,12,4,0,175.26,61.23,180.34,Orthodox,1993-02-16,2.44,36.0,2.66,55.0,2.4,25.0,45.0,1.8,,,12-4-0.,0.75,Peso Galo
Jesus Aguilar,9,2,0,162.56,56.7,157.48,Orthodox,1996-03-13,1.69,49.0,1.03,63.0,2.72,37.0,0.0,1.8,,,9-2-0.,0.8181818181818182,Peso Mosca
Alex Serdyukov,8,5,0,187.96,77.11,187.96,Orthodox,1980-05-24,4.94,48.0,3.1,46.0,1.84,55.0,67.0,1.8,,,8-5-0.,0.6153846153846154,Peso Meio-Médio
Joe Pyfer,12,2,0,187.96,83.91,190.5,Orthodox,1996-09-17,3.64,45.0,2.34,55.0,2.97,83.0,50.0,1.8,,,12-2-0.,0.8571428571428571,Peso Médio
Casey Olson,14,5,0,170.18,65.77,170.18,Orthodox,,2.48,60.0,0.0,100.0,3.54,57.0,100.0,1.8,,,14-5-0.,0.7368421052631579,Peso Leve
Jose Palacios,3,2,0,175.26,65.77,175.26,Orthodox,,2.67,70.0,1.0,79.0,0.0,0.0,50.0,1.7,,,3-2-0.,0.6,Peso Leve
Erisson Ferreira,12,2,0,167.64,56.7,177.8,Orthodox,1991-05-03,1.75,32.0,2.75,56.0,1.11,100.0,66.0,1.7,,,12-2-0.,0.8571428571428571,Peso Mosca
Charlene Gellner,0,4,0,157.48,56.7,157.48,,,2.01,42.0,3.24,43.0,0.0,0.0,0.0,1.7,,,0-4-0.,0.0,Peso Mosca
Gina Carano,7,1,0,172.72,65.77,172.72,Orthodox,1982-04-16,4.5,47.0,2.66,64.0,1.24,66.0,85.0,1.6,,,7-1-0.,0.875,Peso Leve
Paulo Filho,23,6,3,172.72,83.91,172.72,Southpaw,1978-05-24,1.86,48.0,1.67,66.0,2.4,32.0,42.0,1.6,,,23-6-3.,0.765625,Peso Médio
Myktybek Orolbai,12,1,1,177.8,77.11,187.96,Orthodox,1998-02-10,0.87,40.0,1.52,48.0,11.41,70.0,0.0,1.6,,,12-1-1.,0.8928571428571429,Peso Meio-Médio
Daniel Barez,16,6,0,167.64,56.7,167.64,Orthodox,1988-12-10,3.8,53.0,5.32,55.0,4.07,31.0,91.0,1.6,,,16-6-0.,0.7272727272727273,Peso Mosca
Mateusz Rebecki,18,1,0,170.18,70.31,167.64,Southpaw,1992-11-03,5.31,53.0,2.01,63.0,4.16,72.0,66.0,1.6,,,18-1-0.,0.9473684210526315,Peso Leve
Kestutis Smirnovas,24,8,2,177.8,90.72,177.8,Orthodox,,4.95,52.0,5.05,54.0,1.55,50.0,100.0,1.6,,,24-8-2.,0.7352941176470589,Peso Meio-Pesado
Ryuta Sakurai,24,24,6,170.18,83.01,170.18,Orthodox,,1.8,48.0,3.44,58.0,0.52,100.0,36.0,1.6,,,24-24-6.,0.5,Peso Médio
Marcus McGhee,8,1,0,172.72,61.23,175.26,Orthodox,1990-05-07,3.42,48.0,1.81,77.0,0.0,0.0,100.0,1.6,,,8-1-0.,0.8888888888888888,Peso Galo
Jamie Colleen,4,1,0,160.02,52.16,165.1,Orthodox,1985-11-02,3.11,61.0,5.66,33.0,0.52,33.0,50.0,1.6,,,4-1-0.,0.8,Peso Mosca
Saimon Oliveira,18,5,0,162.56,61.23,182.88,Orthodox,1991-04-21,2.82,41.0,3.91,48.0,1.21,25.0,35.0,1.6,,,18-5-0.,0.782608695652174,Peso Galo
Pawel Nastula,5,6,0,182.88,104.33,182.88,Southpaw,1970-06-26,1.3,43.0,1.73,50.0,3.0,60.0,0.0,1.5,,,5-6-0.,0.45454545454545453,Peso Pesado
Thomas Denny,27,21,1,177.8,77.11,177.8,Orthodox,1971-04-19,2.36,45.0,4.69,40.0,1.48,17.0,42.0,1.5,,,27-21-1.,0.5612244897959183,Peso Meio-Médio
Bu-Kyung Jung,0,4,0,170.18,69.85,170.18,Orthodox,1978-05-26,0.63,36.0,1.85,56.0,1.1,75.0,0.0,1.5,,,0-4-0.,0.0,Peso Leve
Godofredo Pepey,13,6,0,170.18,65.77,185.42,Orthodox,1987-07-02,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,,,13-6-0.,0.6842105263157895,Peso Leve
Ryuki Ueyama,12,18,5,180.34,81.65,180.34,Southpaw,1976-04-17,0.13,21.0,1.4,46.0,0.5,100.0,0.0,1.5,,,12-18-5.,0.4142857142857143,Peso Médio
Mario Sperry,13,4,0,187.96,92.99,187.96,Orthodox,1966-09-28,2.81,52.0,1.53,47.0,2.09,42.0,71.0,1.4,,,13-4-0.,0.7647058823529411,Peso Meio-Pesado
Robert McDaniel,28,10,0,190.5,83.91,190.5,Southpaw,1983-05-03,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,,,28-10-0.,0.7368421052631579,Peso Médio
Kengo Ura,14,12,2,175.26,74.84,175.26,,,1.05,37.0,2.38,48.0,2.85,28.0,50.0,1.4,,,14-12-2.,0.5357142857142857,Peso Meio-Médio
Jimy Hettes,11,3,0,175.26,65.77,180.34,Southpaw,1987-06-09,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4,,,11-3-0.,0.7857142857142857,Peso Leve
Benoit Saint Denis,13,1,0,180.34,70.31,185.42,Southpaw,1995-12-18,5.53,52.0,5.2,44.0,4.55,36.0,66.0,1.4,,,13-1-0.,0.9285714285714286,Peso Leve
Travis Galbraith,18,7,0,182.88,77.11,182.88,Orthodox,1981-05-18,2.21,40.0,3.45,48.0,1.33,25.0,0.0,1.3,,,18-7-0.,0.72,Peso Meio-Médio
Muhammad Mokaev,11,0,0,170.18,56.7,177.8,Orthodox,2000-07-30,1.12,51.0,1.19,52.0,6.47,53.0,0.0,1.3,,,11-0-0.,1.0,Peso Mosca
Rodrigo de Lima,8,3,1,170.18,70.31,170.18,Orthodox,1991-03-12,1.29,33.0,5.5,32.0,2.66,36.0,0.0,1.3,,,8-3-1.,0.7083333333333334,Peso Leve
Daniel Lacerda,11,5,0,167.64,56.7,177.8,Switch,1996-06-05,4.16,47.0,8.7,34.0,1.91,42.0,0.0,1.3,,,11-5-0.,0.6875,Peso Mosca
TJ Brown,17,11,0,175.26,65.77,182.88,Switch,1990-05-22,3.37,44.0,2.89,49.0,3.41,57.0,36.0,1.3,,,17-11-0.,0.6071428571428571,Peso Leve
Richard Crunkilton,19,4,0,170.18,70.31,170.18,Orthodox,1979-11-25,1.72,41.0,1.45,58.0,4.08,61.0,65.0,1.3,,,19-4-0.,0.8260869565217391,Peso Leve
Jacare Souza,26,10,0,185.42,83.91,182.88,Orthodox,1979-12-07,2.53,47.0,2.83,62.0,2.57,39.0,57.0,1.3,,,26-10-0.,0.7222222222222222,Peso Médio
Noah Thomas,14,7,0,175.26,61.23,175.26,Orthodox,1981-03-27,0.44,13.0,4.99,33.0,0.0,0.0,0.0,1.3,,,14-7-0.,0.6666666666666666,Peso Galo
Eduarda Moura,10,0,0,167.64,52.16,167.64,Orthodox,1994-02-28,5.61,67.0,0.45,80.0,5.34,100.0,0.0,1.3,,,10-0-0.,1.0,Peso Mosca
Paddy Holohan,12,2,1,177.8,56.7,175.26,Orthodox,1988-05-03,2.13,46.0,2.81,46.0,2.88,47.0,71.0,1.3,,,12-2-1.,0.8333333333333334,Peso Mosca
Edgar Chairez,10,5,0,170.18,56.7,180.34,Orthodox,1996-01-27,2.6,48.0,4.26,41.0,0.0,0.0,45.0,1.3,,,10-5-0.,0.6666666666666666,Peso Mosca
Dong Sik Yoon,9,9,0,182.88,83.91,182.88,Orthodox,1972-08-24,0.99,36.0,2.33,51.0,1.6,29.0,33.0,1.3,,,9-9-0.,0.5,Peso Médio
Everett Sims,4,1,0,195.58,117.93,195.58,Southpaw,1988-09-04,0.81,66.0,2.19,30.0,0.0,0.0,42.0,1.2,,,4-1-0.,0.8,Peso Pesado
Greg Nagy,1,3,0,185.42,95.25,185.42,Orthodox,1983-10-18,0.41,50.0,2.69,37.0,0.0,0.0,0.0,1.2,,,1-3-0.,0.25,Peso Pesado
Luke Flores,9,2,0,182.88,70.31,185.42,Southpaw,1988-03-17,1.56,44.0,1.88,60.0,0.0,0.0,40.0,1.2,,,9-2-0.,0.8181818181818182,Peso Leve
CB Dollaway,17,9,0,187.96,83.91,193.04,Orthodox,1983-08-10,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,,,17-9-0.,0.6538461538461539,Peso Médio
Ricardo Arona,14,5,0,180.34,92.99,180.34,Orthodox,1978-07-17,1.66,48.0,1.15,57.0,2.41,48.0,58.0,1.2,,,14-5-0.,0.7368421052631579,Peso Meio-Pesado
Vitor Ribeiro,20,5,0,172.72,69.85,172.72,Orthodox,1979-02-24,1.0,28.0,1.95,48.0,1.58,26.0,100.0,1.2,,,20-5-0.,0.8,Peso Leve
Murilo Rua,20,13,1,180.34,83.91,180.34,Orthodox,1980-05-22,2.48,45.0,1.85,53.0,1.97,45.0,37.0,1.2,,,20-13-1.,0.6029411764705882,Peso Médio
Yizha,24,4,0,170.18,65.77,180.34,Orthodox,1997-01-08,2.74,42.0,2.15,51.0,4.83,34.0,61.0,1.2,,,24-4-0.,0.8571428571428571,Peso Leve
Tresean Gore,5,2,0,182.88,83.91,190.5,Switch,1994-06-21,3.04,53.0,6.13,47.0,3.04,71.0,81.0,1.2,,,5-2-0.,0.7142857142857143,Peso Médio
Naoya Ogawa,7,2,0,193.04,115.67,193.04,Orthodox,1968-03-31,2.41,42.0,1.66,47.0,1.25,100.0,66.0,1.2,,,7-2-0.,0.7777777777777778,Peso Pesado
Gabriel Santos,10,2,0,175.26,65.77,177.8,Orthodox,1996-11-28,4.46,55.0,6.03,44.0,4.34,46.0,66.0,1.2,,,10-2-0.,0.8333333333333334,Peso Leve
Donnie Liles,17,7,0,175.26,77.11,175.26,Orthodox,,2.25,41.0,1.75,65.0,2.5,28.0,0.0,1.2,,,17-7-0.,0.7083333333333334,Peso Meio-Médio
Jason Ireland,19,9,1,175.26,73.03,175.26,Southpaw,1979-12-30,1.2,25.0,2.07,51.0,3.59,75.0,0.0,1.2,,,19-9-1.,0.6724137931034483,Peso Meio-Médio
Erin Blanchfield,12,1,0,162.56,56.7,167.64,Orthodox,1999-05-04,5.58,52.0,3.32,62.0,2.86,36.0,83.0,1.2,,,12-1-0.,0.9230769230769231,Peso Mosca
JunYong Park,17,5,0,177.8,83.91,185.42,Orthodox,1991-02-27,4.94,51.0,3.66,53.0,2.1,50.0,69.0,1.2,,,17-5-0.,0.7727272727272727,Peso Médio
Mike Guymon,15,6,1,182.88,77.11,187.96,Orthodox,1974-09-17,2.75,65.0,0.79,66.0,1.87,37.0,54.0,1.2,,,15-6-1.,0.7045454545454546,Peso Meio-Médio
Dylan Lockard,6,2,0,175.26,65.77,182.88,Orthodox,1992-05-19,1.31,53.0,3.31,52.0,2.31,40.0,28.0,1.2,,,6-2-0.,0.75,Peso Leve
Alvaro Herrera Mendoza,9,6,0,182.88,70.31,187.96,Orthodox,1990-05-14,1.89,38.0,3.4,55.0,0.0,0.0,33.0,1.1,,,9-6-0.,0.6,Peso Leve
Steven Koslow,6,1,0,170.18,56.7,175.26,Switch,1997-01-22,0.77,37.0,3.73,40.0,5.28,55.0,0.0,1.1,,,6-1-0.,0.8571428571428571,Peso Mosca
Rubens Xavier,5,3,0,190.5,99.79,190.5,Orthodox,,0.77,42.0,1.82,21.0,2.1,40.0,25.0,1.1,,,5-3-0.,0.625,Peso Pesado
Cody Brundage,10,5,0,182.88,83.91,182.88,Orthodox,1994-05-16,1.8,55.0,2.51,43.0,2.69,52.0,73.0,1.1,,,10-5-0.,0.6666666666666666,Peso Médio
Georges St-Pierre,26,2,0,180.34,83.91,193.04,Orthodox,1981-05-19,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,,,26-2-0.,0.9285714285714286,Peso Médio
Loopy Godinez,12,3,0,157.48,52.16,154.94,Orthodox,1993-09-06,4.31,49.0,3.76,62.0,3.39,46.0,86.0,1.1,,,12-3-0.,0.8,Peso Mosca
Gesias Cavalcante,21,10,1,172.72,70.31,180.34,Orthodox,1983-07-06,1.98,35.0,3.11,51.0,1.25,36.0,66.0,1.1,,,21-10-1.,0.671875,Peso Leve
Makoto Takimoto,6,5,0,170.18,92.99,170.18,Southpaw,1979-12-08,1.37,39.0,1.71,55.0,1.48,50.0,25.0,1.1,,,6-5-0.,0.5454545454545454,Peso Meio-Pesado
Trenell Young,11,9,0,167.64,65.77,167.64,Orthodox,1976-06-19,1.43,22.0,5.13,50.0,1.13,20.0,0.0,1.1,,,11-9-0.,0.55,Peso Leve
Joey Villasenor,29,10,0,182.88,83.91,182.88,Orthodox,1975-10-17,2.05,38.0,3.26,52.0,0.71,40.0,53.0,1.1,,,29-10-0.,0.7435897435897436,Peso Médio
Dylan Potter,10,6,0,187.96,102.06,195.58,Switch,1995-01-14,3.1,48.0,5.78,46.0,0.0,0.0,33.0,1.1,,,10-6-0.,0.625,Peso Pesado
Karolina Wojcik,9,2,0,157.48,52.16,157.48,Orthodox,1994-12-09,2.67,65.0,0.87,62.0,2.0,66.0,100.0,1.0,,,9-2-0.,0.8181818181818182,Peso Mosca
Steve Erceg,11,1,0,172.72,56.7,172.72,Orthodox,1995-07-27,4.27,48.0,3.57,49.0,2.0,33.0,77.0,1.0,,,11-1-0.,0.9166666666666666,Peso Mosca
Elaina Maxwell,7,4,0,172.72,65.77,172.72,Orthodox,1978-12-16,2.07,60.0,2.4,53.0,0.0,0.0,50.0,1.0,,,7-4-0.,0.6363636363636364,Peso Leve
Mando Gutierrez,7,2,0,167.64,61.23,177.8,Southpaw,1997-02-24,0.8,75.0,1.33,50.0,1.0,100.0,40.0,1.0,,,7-2-0.,0.7777777777777778,Peso Galo
Claudia Leite,8,3,0,160.02,61.23,162.56,Orthodox,1996-11-04,1.27,47.0,1.73,57.0,1.0,25.0,0.0,1.0,,,8-3-0.,0.7272727272727273,Peso Galo
Chad Hanekom,9,3,0,193.04,83.91,187.96,Orthodox,1990-04-20,0.73,47.0,1.47,33.0,0.0,0.0,71.0,1.0,,,9-3-0.,0.75,Peso Médio
Takeshi Yamazaki,15,12,3,172.72,63.05,172.72,Southpaw,,0.57,25.0,1.57,47.0,4.5,50.0,100.0,1.0,,,15-12-3.,0.55,Peso Pena
Brian Schwartz,1,1,0,190.5,77.11,190.5,Orthodox,,1.27,44.0,0.87,45.0,0.0,0.0,50.0,1.0,,,1-1-0.,0.5,Peso Meio-Médio
Marco Tulio,10,1,0,182.88,83.91,187.96,Orthodox,1994-06-13,3.2,48.0,2.2,52.0,2.0,25.0,0.0,1.0,,,10-1-0.,0.9090909090909091,Peso Médio
Carlos Mota,8,2,0,162.56,56.7,175.26,Orthodox,1995-04-15,0.8,41.0,1.13,54.0,0.0,0.0,50.0,1.0,,,8-2-0.,0.8,Peso Mosca
Bobby Cooper,12,7,0,185.42,70.31,185.42,,,2.87,25.0,3.4,59.0,0.0,0.0,40.0,1.0,,,12-7-0.,0.631578947368421,Peso Leve
Nayara Maia,7,1,1,165.1,56.7,167.64,Orthodox,1990-07-25,0.6,36.0,3.33,43.0,1.0,33.0,0.0,1.0,,,7-1-1.,0.8333333333333334,Peso Mosca
Oscar Cota,11,3,0,182.88,104.33,182.88,Orthodox,1984-10-15,0.33,41.0,2.47,41.0,0.0,0.0,60.0,1.0,,,11-3-0.,0.7857142857142857,Peso Pesado
Gilbert Urbina,7,3,0,190.5,77.11,190.5,Orthodox,1996-04-05,6.33,60.0,4.09,47.0,3.96,50.0,0.0,1.0,,,7-3-0.,0.7,Peso Meio-Médio
Dylan Budka,7,2,0,182.88,83.91,190.5,Switch,2000-01-14,1.47,66.0,0.73,52.0,2.0,28.0,100.0,1.0,,,7-2-0.,0.7777777777777778,Peso Médio
Kaleio Romero,6,2,0,177.8,65.77,175.26,Switch,1996-04-19,2.6,48.0,3.27,50.0,1.0,8.0,0.0,1.0,,,6-2-0.,0.75,Peso Leve
Cameron Church,4,1,0,180.34,70.31,182.88,Orthodox,1990-09-27,4.0,40.0,4.93,50.0,0.0,0.0,60.0,1.0,,,4-1-0.,0.8,Peso Leve
Anton Berzin,5,1,0,187.96,92.99,187.96,Orthodox,1989-09-29,4.4,46.0,6.8,67.0,2.0,28.0,0.0,1.0,,,5-1-0.,0.8333333333333334,Peso Meio-Pesado
Sam Greco,3,1,1,187.96,92.99,187.96,Orthodox,1967-05-03,2.4,75.0,1.33,53.0,0.0,0.0,25.0,1.0,,,3-1-1.,0.7,Peso Meio-Pesado
Lucas Fernando,9,2,0,190.5,83.91,203.2,,,1.87,51.0,4.73,38.0,3.0,30.0,0.0,1.0,,,9-2-0.,0.8181818181818182,Peso Médio
Korey Kuppe,8,4,0,195.58,77.11,195.58,Switch,1989-01-23,0.73,73.0,1.33,31.0,0.0,0.0,69.0,1.0,,,8-4-0.,0.6666666666666666,Peso Meio-Médio
Patrick Murphy,5,3,0,182.88,77.11,182.88,,,3.4,66.0,0.8,42.0,0.0,0.0,50.0,1.0,,,5-3-0.,0.625,Peso Meio-Médio
Akitoshi Tamura,21,18,2,175.26,61.23,177.8,Orthodox,1980-05-31,3.73,43.0,1.94,78.0,0.0,0.0,20.0,1.0,,,21-18-2.,0.5365853658536586,Peso Galo
Mike French,9,10,0,177.8,65.77,177.8,,,0.23,23.0,2.17,42.0,0.0,0.0,22.0,1.0,,,9-10-0.,0.47368421052631576,Peso Leve
Luis Henrique,10,5,0,187.96,110.22,187.96,Orthodox,1993-08-21,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0,,,10-5-0.,0.6666666666666666,Peso Pesado
Marilia Santos,10,3,0,162.56,56.7,162.56,Orthodox,1992-12-12,4.4,54.0,4.07,53.0,1.0,100.0,66.0,1.0,,,10-3-0.,0.7692307692307693,Peso Mosca
Cole Province,6,2,0,175.26,65.77,172.72,Orthodox,1981-01-17,1.47,44.0,2.72,43.0,2.4,50.0,83.0,1.0,,,6-2-0.,0.75,Peso Leve
Mu Bae Choi,12,6,0,187.96,104.33,187.96,Orthodox,1970-06-27,1.55,49.0,3.65,44.0,3.12,75.0,60.0,1.0,,,12-6-0.,0.6666666666666666,Peso Pesado
Connor Matthews,7,1,0,172.72,65.77,180.34,Switch,1992-05-31,5.13,44.0,5.57,55.0,3.5,58.0,50.0,1.0,,,7-1-0.,0.875,Peso Leve
Chalid Arrab,7,3,0,180.34,92.99,180.34,Orthodox,1975-05-28,1.56,34.0,1.63,56.0,3.05,75.0,37.0,1.0,,,7-3-0.,0.7,Peso Meio-Pesado
Lemont Davis,2,6,0,172.72,77.11,172.72,Orthodox,,0.87,54.0,1.27,55.0,1.0,50.0,0.0,1.0,,,2-6-0.,0.25,Peso Meio-Médio
Vitor Petrino,10,0,0,187.96,92.99,195.58,Orthodox,1997-08-28,3.07,48.0,2.65,43.0,4.15,70.0,68.0,1.0,,,10-0-0.,1.0,Peso Meio-Pesado
Phil Caracappa,6,1,0,172.72,61.23,177.8,Orthodox,1992-06-05,2.93,50.0,4.07,29.0,1.0,8.0,100.0,1.0,,,6-1-0.,0.8571428571428571,Peso Galo
Cameron Olson,7,3,0,185.42,92.99,190.5,Orthodox,1989-11-22,3.13,47.0,2.2,57.0,3.0,42.0,100.0,1.0,,,7-3-0.,0.7,Peso Meio-Pesado
Dwight Joseph,5,0,0,167.64,61.23,167.64,Switch,1989-08-16,2.6,52.0,2.87,55.0,1.0,20.0,20.0,1.0,,,5-0-0.,1.0,Peso Galo
Ilima Macfarlane,6,0,0,162.56,56.7,162.56,,,4.13,43.0,2.93,65.0,0.0,0.0,50.0,1.0,,,6-0-0.,1.0,Peso Mosca
Bruno Assis,8,4,0,187.96,83.91,187.96,Orthodox,1992-05-23,1.27,43.0,3.2,36.0,2.0,50.0,66.0,1.0,,,8-4-0.,0.6666666666666666,Peso Médio
Alexandr Romanov,17,2,0,187.96,118.84,190.5,Southpaw,1990-12-11,4.06,52.0,2.2,50.0,4.32,54.0,20.0,0.9,,,17-2-0.,0.8947368421052632,Peso Pesado
Allan Nascimento,20,6,0,172.72,56.7,175.26,Orthodox,1991-09-11,3.21,61.0,2.28,50.0,1.55,26.0,16.0,0.9,,,20-6-0.,0.7692307692307693,Peso Mosca
AJ Fletcher,10,3,0,177.8,77.11,170.18,Switch,1997-02-18,3.36,49.0,4.61,46.0,1.54,35.0,33.0,0.9,,,10-3-0.,0.7692307692307693,Peso Meio-Médio
JeongYeong Lee,10,1,0,177.8,65.77,185.42,Orthodox,1995-11-13,2.39,47.0,1.84,55.0,0.0,0.0,73.0,0.9,,,10-1-0.,0.9090909090909091,Peso Leve
Seth Dikun,9,8,0,177.8,61.23,175.26,Orthodox,1980-08-05,1.45,26.0,2.18,55.0,0.0,0.0,45.0,0.9,,,9-8-0.,0.5294117647058824,Peso Galo
Luiz Firmino,19,8,0,167.64,69.85,167.64,Orthodox,1982-03-18,1.23,50.0,1.22,51.0,3.86,45.0,20.0,0.9,,,19-8-0.,0.7037037037037037,Peso Leve
Ryan Gracie,5,2,0,175.26,90.72,175.26,Orthodox,1974-08-14,0.82,61.0,0.5,40.0,2.83,75.0,25.0,0.9,,,5-2-0.,0.7142857142857143,Peso Meio-Pesado
Aleksander Emelianenko,23,7,0,198.12,115.67,198.12,Orthodox,1981-08-02,2.75,41.0,1.7,65.0,2.32,72.0,66.0,0.9,,,23-7-0.,0.7666666666666667,Peso Pesado
Irina Alekseeva,5,2,0,172.72,61.23,170.18,Orthodox,1990-06-27,3.84,43.0,3.55,48.0,0.87,20.0,100.0,0.9,,,5-2-0.,0.7142857142857143,Peso Galo
Blake Bilder,8,1,1,172.72,65.77,172.72,Switch,1990-07-12,4.96,50.0,4.54,56.0,0.45,10.0,100.0,0.9,,,8-1-1.,0.85,Peso Leve
Carlston Harris,19,5,0,182.88,77.11,193.04,Orthodox,1987-07-09,2.93,49.0,2.44,53.0,2.05,29.0,55.0,0.8,,,19-5-0.,0.7916666666666666,Peso Meio-Médio
Jimmy Ambriz,17,21,1,187.96,142.88,187.96,Southpaw,1970-01-26,0.83,29.0,3.76,40.0,3.13,57.0,100.0,0.8,,,17-21-1.,0.44871794871794873,Peso Pesado
Rogerio Nogueira,23,10,0,187.96,92.99,190.5,Southpaw,1976-06-02,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,,,23-10-0.,0.696969696969697,Peso Meio-Pesado
Rony Jason,14,7,0,170.18,65.77,185.42,Orthodox,1984-03-21,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8,,,14-7-0.,0.6666666666666666,Peso Leve
Joanderson Brito,16,3,1,172.72,65.77,182.88,Orthodox,1995-02-11,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,,,16-3-1.,0.825,Peso Leve
Zhang Lipeng,23,9,1,180.34,70.31,180.34,Southpaw,1990-03-10,1.28,48.0,1.88,53.0,1.75,30.0,69.0,0.8,,,23-9-1.,0.7121212121212122,Peso Leve
Francisco Prado,12,1,0,177.8,70.31,175.26,Orthodox,2002-06-16,3.46,50.0,3.83,46.0,0.0,0.0,25.0,0.8,,,12-1-0.,0.9230769230769231,Peso Leve
Montserrat Conejo Ruiz,10,4,0,152.4,52.16,154.94,Southpaw,1993-02-03,0.79,27.0,4.96,37.0,2.05,83.0,33.0,0.8,,,10-4-0.,0.7142857142857143,Peso Mosca
Achmed Labasanov,7,4,0,190.5,97.52,190.5,Orthodox,1978-04-24,0.75,39.0,1.1,46.0,3.0,100.0,0.0,0.8,,,7-4-0.,0.6363636363636364,Peso Pesado
Joseph Gigliotti,7,2,0,180.34,83.91,180.34,Orthodox,1993-08-13,1.04,39.0,2.92,45.0,1.56,100.0,50.0,0.8,,,7-2-0.,0.7777777777777778,Peso Médio
Liang Na,19,7,0,165.1,56.7,170.18,Orthodox,1996-07-27,1.93,40.0,4.48,27.0,5.1,60.0,0.0,0.8,,,19-7-0.,0.7307692307692307,Peso Mosca
Cameron Saaiman,9,1,0,172.72,61.23,170.18,Southpaw,2000-12-20,5.28,46.0,3.24,55.0,1.0,36.0,44.0,0.8,,,9-1-0.,0.9,Peso Galo
Trey Waters,8,1,0,195.58,77.11,195.58,Orthodox,1995-02-21,6.45,45.0,3.95,61.0,0.78,50.0,77.0,0.8,,,8-1-0.,0.8888888888888888,Peso Meio-Médio
Sangwook Kim,9,3,0,182.88,70.31,182.88,Orthodox,1993-10-17,5.57,51.0,7.94,48.0,1.65,18.0,66.0,0.8,,,9-3-0.,0.75,Peso Leve
TJ Dillashaw,18,5,0,167.64,61.23,170.18,Orthodox,1986-02-07,5.09,41.0,3.47,62.0,1.56,30.0,77.0,0.8,,,18-5-0.,0.782608695652174,Peso Galo
Denise Gomes,8,3,0,157.48,52.16,160.02,Orthodox,1999-12-30,4.81,48.0,3.66,49.0,1.13,33.0,47.0,0.8,,,8-3-0.,0.7272727272727273,Peso Mosca
Justin Haskins,7,6,0,177.8,77.11,177.8,Orthodox,1979-08-30,1.51,33.0,2.65,54.0,1.62,40.0,52.0,0.8,,,7-6-0.,0.5384615384615384,Peso Meio-Médio
Kleydson Rodrigues,8,3,0,165.1,61.23,170.18,Orthodox,1995-10-22,5.48,62.0,2.75,48.0,0.85,25.0,63.0,0.8,,,8-3-0.,0.7272727272727273,Peso Galo
Alexander Otsuka,5,13,0,185.42,92.99,185.42,Orthodox,1971-07-17,0.9,55.0,1.16,51.0,1.51,43.0,53.0,0.8,,,5-13-0.,0.2777777777777778,Peso Meio-Pesado
Tamires Vidal,7,2,0,167.64,61.23,172.72,Orthodox,1998-07-27,4.25,55.0,4.53,58.0,0.0,0.0,40.0,0.8,,,7-2-0.,0.7777777777777778,Peso Galo
Antonio Carlos Junior,11,5,0,187.96,83.91,200.66,Orthodox,1990-03-16,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8,,,11-5-0.,0.6875,Peso Médio
Fabio Nascimento,11,6,0,177.8,83.91,177.8,Orthodox,,2.94,38.0,4.63,55.0,0.0,0.0,55.0,0.8,,,11-6-0.,0.6470588235294118,Peso Médio
Frank Gomez,10,6,0,177.8,61.23,170.18,Orthodox,1986-03-31,1.52,48.0,0.79,66.0,1.14,60.0,70.0,0.8,,,10-6-0.,0.625,Peso Galo
Chad Anheliger,12,7,0,167.64,61.23,162.56,Orthodox,1986-12-01,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8,,,12-7-0.,0.631578947368421,Peso Galo
Renato Moicano,17,5,1,180.34,70.31,182.88,Orthodox,1989-05-21,4.75,47.0,4.07,60.0,1.66,46.0,74.0,0.7,,,17-5-1.,0.7608695652173914,Peso Leve
